Year,NP_mean,NP_SE,NP_max,GP_mean,GP_SE,R_mean,R_SE,Temperature_mean,Flow_mean,PAR_mean,Pmax,Rd
2008,-14.947880704101562,6.315234969792785,116.69733671875001,98.57160777278646,5.296781519430662,-58.56674521618852,1.6409164482614498,28.24983730171875,0.11609661390624999,755.5654988639583,154.8755061642837,64.22377749058504
2009,-13.111826834895833,3.245012897109208,67.3413814375,57.4248660872114,2.539589638948685,-37.63067698026316,1.322116498025798,28.939624685958332,0.11178028649166667,924.1837794225397,102.00880593146671,43.75794581591812
2010,-28.254838161458334,3.9527591432302027,80.28973784375,54.27640328814301,3.408110512552222,-50.33326081529851,1.8726322548110133,29.2229793246875,0.19284671486979166,618.1213469198245,114.52659618470041,63.17986136909972
2011,11.205133585937501,12.902257007001051,143.39789712500001,97.61855935416666,11.444758563492709,-35.951651667410715,1.126502193866436,27.191041666875,0.14492252916666667,515.1522687825,122.33460505943216,40.8848751060364
2012,1.9846959557291666,3.3641617181831656,139.7568089375,93.11170652358135,2.9047137514252936,-42.419473996283784,0.9842636062996789,27.898133623253205,0.14697098619551283,724.7572170371498,172.61415176136038,48.18267254515732
2013,-3.1146914411892364,3.1050709691658,71.4954294375,62.22710782088695,2.468645842172539,-30.246908074305555,0.554821837555016,28.236281371909723,0.11953616373958334,771.32770478125,115.7946080962659,32.99037070502168
2014,7.424813183331845,3.562971259329606,111.5723118,72.1997619054105,2.9822671520754835,-28.978599187077126,1.0561056732514909,28.266984374791665,0.13482704432142856,957.6670980089131,129.9920757310241,31.720593215530393
2015,-8.072572267738096,2.1406196103923225,68.20729368,45.67953936042424,1.7817601821530011,-26.854726620018518,0.8295542623623118,28.681594741875,0.1303249597142857,694.7998916627273,99.70951049870148,28.848181270395177
2016,2.4064230783499996,2.6973328708521715,173.9949055,59.844882832944485,2.8357401928348214,-26.001204965730498,0.5223092550313155,28.990722986125,0.20542205497916666,675.0095213559771,99.78178302108174,27.241277772270124
2017,0.13890538674537015,3.308388675261767,212.5174486,70.96298166554708,3.3352609888474527,-33.60586709051163,0.7513955189528055,29.23850613435185,0.14583889662268518,559.3743202148879,108.864407742388,36.88082807243676
2018,4.4109569203125005,3.225383560086517,173.3098873,81.87505248509932,3.058454724515262,-36.251518501559524,0.7209316154454309,29.214606973506946,0.15254675655555555,931.5150369755031,130.95143193201693,39.60200215295489
2019,-4.076850631513889,2.619534106449945,117.8711697,65.76615426847539,2.5101428305128297,-33.68293454419892,0.6931320668003993,28.979488440451387,0.17490135177777777,657.2913430504423,135.55459635420303,38.42206560585418
2020,4.857110463991667,4.479398154486402,172.521171,73.59155587007575,4.18649932470757,-33.24563736842424,0.7241458826283113,28.191814027916667,0.14394621692916668,709.9305952133286,105.56546330692069,35.96063480518161
2021,-0.8638097396527777,4.585180096207594,70.95186031,68.49936200644167,2.7945370257359654,-30.730358397093024,0.7929216874756879,28.396937615625,0.0876791701875,426.2312314325625,102.50780764751916,32.96127784252601
2022,0.19701271954166652,3.261964888175925,79.24213401,60.08331047494949,2.491847114309175,-26.728674028916668,0.6365014073663516,28.409881111083333,0.1792326942125,1055.8357384749206,96.74083190867854,29.35142660183387
2023,-0.5812900470277774,2.6347176509391708,73.5922414,49.2144896404294,2.2890054190557634,-23.387191961829544,0.5782636724481046,28.526096990694445,0.13337017369097223,504.2108479779615,101.50523358741982,26.460925797985805
2024,-0.6362060226302082,2.3979559765857252,86.36010656,53.58170879743509,2.0143385271728738,-25.135453181418804,0.5938449356481095,28.42785013013021,0.12917931691927084,677.8415818128173,109.09601694423812,27.741601429485556
2025,2.3152561800666667,3.205467548040513,81.81202659,55.70390238014685,2.6677282309024193,-25.73400503771642,0.5534589642639817,28.279211180458333,0.1665503851625,685.8834862067247,113.32980003172568,28.496873415759794
